date,city,temperature,humidity,pressure,wind_speed,rainfall,weather_condition
2023-03-02,Delhi,39.4,20,989,0.8,62.2,Cloudy
2023-03-03,Chennai,36.9,77,1045,19.5,53.4,Sunny
2023-03-04,Bangalore,38.8,59,1005,3.2,107.2,Sunny
2023-03-05,Delhi,21.0,56,1023,4.6,96.0,Foggy
2023-03-06,Bangalore,22.1,61,1005,20.5,78.7,Cloudy
2023-03-07,Kolkata,44.6,57,1035,12.1,141.8,Sunny
2023-03-08,Bangalore,29.6,78,1045,2.1,71.3,Sunny
2023-03-09,Kolkata,18.5,89,1047,21.3,50.1,Foggy
2023-03-10,Pune,39.7,87,1022,2.6,92.5,Stormy
2023-03-11,Chennai,29.1,70,990,24.0,145.5,Foggy
2023-03-12,Chennai,20.7,91,1017,19.0,33.5,Foggy
2023-03-13,Mumbai,18.4,52,1045,10.6,69.7,Foggy
2023-03-14,Kolkata,43.6,58,1043,18.0,176.9,Foggy
2023-03-15,Delhi,16.8,49,1041,23.5,183.7,Sunny
2023-03-16,Mumbai,35.1,75,1045,23.8,12.1,Sunny
2023-03-17,Delhi,37.0,83,994,3.0,114.7,Foggy
2023-03-18,Bangalore,42.0,24,991,23.2,86.0,Rainy
2023-03-19,Bangalore,40.7,26,1024,6.6,155.3,Sunny
2023-03-20,Chennai,40.8,86,1049,14.8,113.0,Cloudy
2023-03-21,Kolkata,33.9,30,1001,7.9,164.6,Stormy
2023-03-22,Nagpur,44.3,93,1005,13.6,28.1,Cloudy
2023-03-23,Bangalore,40.6,74,992,11.1,161.7,Sunny
2023-03-24,Hyderabad,32.4,26,1017,0.2,90.5,Cloudy
2023-03-25,Chennai,20.2,90,1032,11.7,90.7,Cloudy
2023-03-26,Mumbai,38.8,47,1014,1.0,32.9,Cloudy
2023-03-27,Pune,39.0,48,996,24.3,196.6,Stormy
2023-03-28,Mumbai,34.5,62,1001,5.7,50.7,Cloudy
2023-03-29,Kolkata,26.7,80,1019,9.3,4.5,Sunny
2023-03-30,Chennai,15.8,86,985,20.7,7.5,Stormy
2023-03-31,Jaipur,31.3,29,998,24.6,89.0,Cloudy
2023-04-01,Bangalore,22.6,83,1019,22.5,99.9,Rainy
2023-04-02,Bangalore,26.9,34,992,2.7,108.7,Stormy
2023-04-03,Kolkata,37.1,60,993,1.0,39.7,Sunny
2023-04-04,Delhi,27.5,83,986,21.1,80.9,Rainy
2023-04-05,Kolkata,28.0,41,1048,23.3,157.4,Stormy
2023-04-06,Kolkata,36.3,88,1011,1.4,158.7,Stormy
2023-04-07,Pune,42.8,58,1033,1.2,48.0,Cloudy
2023-04-08,Nagpur,39.0,61,1047,2.1,38.1,Stormy
2023-04-09,Ahmedabad,31.9,77,1023,11.1,68.4,Rainy
2023-04-10,Bangalore,21.2,86,1004,17.4,96.3,Stormy
2023-04-11,Ahmedabad,24.1,94,990,8.4,119.6,Sunny
2023-04-12,Hyderabad,15.5,69,1031,17.0,73.0,Rainy
2023-04-13,Jaipur,20.3,84,987,20.9,90.4,Stormy
2023-04-14,Bangalore,42.5,23,1040,13.2,123.9,Stormy
2023-04-15,Nagpur,33.1,89,1039,23.3,112.2,Rainy
2023-04-16,Nagpur,26.1,40,982,10.3,109.0,Sunny
2023-04-17,Pune,37.1,29,1010,8.7,144.5,Cloudy
2023-04-18,Mumbai,28.4,100,1009,23.7,197.7,Foggy
2023-04-19,Kolkata,24.2,94,1032,13.5,63.1,Foggy
2023-04-20,Delhi,28.2,73,1031,16.9,59.0,Stormy
2023-04-21,Chennai,41.8,66,1030,8.0,70.2,Stormy
2023-04-22,Delhi,18.4,79,1031,22.8,151.1,Foggy
2023-04-23,Delhi,44.9,20,982,7.2,85.7,Sunny
2023-04-24,Delhi,26.7,29,1041,2.1,42.5,Cloudy
2023-04-25,Mumbai,37.0,64,1030,18.5,87.5,Foggy
2023-04-26,Pune,31.8,44,1047,23.7,120.5,Cloudy
2023-04-27,Pune,43.9,89,1000,5.3,4.5,Rainy
2023-04-28,Hyderabad,26.7,38,1041,7.1,46.3,Foggy
2023-04-29,Pune,41.0,65,984,18.2,132.4,Stormy
2023-04-30,Chennai,16.2,77,990,3.5,47.1,Cloudy
2023-05-01,Pune,24.1,93,1030,8.0,30.1,Stormy
2023-05-02,Delhi,43.3,86,985,11.7,192.9,Cloudy
2023-05-03,Mumbai,35.7,38,1045,22.5,193.6,Foggy
2023-05-04,Bangalore,39.9,88,1030,21.8,9.8,Foggy
2023-05-05,Pune,21.0,91,1001,17.8,123.6,Sunny
2023-05-06,Delhi,26.1,52,997,8.6,156.5,Stormy
2023-05-07,Chennai,32.9,38,992,3.4,130.9,Foggy
2023-05-08,Nagpur,19.5,23,986,11.4,192.3,Cloudy
2023-05-09,Nagpur,38.4,77,1022,22.7,107.8,Cloudy
2023-05-10,Mumbai,31.1,33,989,20.5,137.6,Sunny
2023-05-11,Hyderabad,33.2,86,1008,21.4,156.3,Foggy
2023-05-12,Bangalore,36.0,50,1050,21.8,3.7,Stormy
2023-05-13,Jaipur,31.1,63,1032,19.0,169.4,Foggy
2023-05-14,Nagpur,44.0,91,999,16.9,58.4,Sunny
2023-05-15,Delhi,34.5,31,1034,12.5,191.2,Foggy
2023-05-16,Kolkata,21.5,30,1044,20.1,49.2,Sunny
2023-05-17,Pune,20.7,34,1004,12.3,74.7,Cloudy
2023-05-18,Pune,37.8,45,1017,8.5,83.7,Foggy
2023-05-19,Jaipur,21.2,45,986,2.8,24.6,Cloudy
2023-05-20,Pune,34.2,72,1029,22.5,162.8,Stormy
2023-05-21,Chennai,35.4,61,1040,1.0,153.7,Rainy
2023-05-22,Chennai,38.2,92,994,22.0,144.8,Stormy
2023-05-23,Hyderabad,25.5,61,985,19.6,129.6,Foggy
2023-05-24,Mumbai,40.1,75,1022,18.0,112.6,Stormy
2023-05-25,Pune,19.7,68,984,21.0,121.3,Foggy
2023-05-26,Mumbai,32.0,51,1048,18.1,174.1,Stormy
2023-05-27,Nagpur,29.9,81,1034,19.6,11.8,Stormy
2023-05-28,Jaipur,41.1,20,1018,15.1,20.5,Foggy
2023-05-29,Ahmedabad,42.7,66,1050,8.1,105.6,Stormy
2023-05-30,Pune,22.0,49,1046,18.7,177.9,Cloudy
2023-05-31,Mumbai,21.6,89,1048,20.3,140.5,Rainy
2023-06-01,Kolkata,40.6,88,1042,19.6,158.2,Foggy
2023-06-02,Delhi,36.0,36,1000,6.1,36.8,Rainy
2023-06-03,Chennai,39.1,92,1014,7.2,179.5,Stormy
2023-06-04,Nagpur,17.8,81,994,18.9,7.3,Rainy
2023-06-05,Mumbai,26.7,21,1002,23.9,186.8,Cloudy
2023-06-06,Delhi,42.1,25,1025,4.7,170.1,Sunny
2023-06-07,Mumbai,29.0,40,1010,23.7,48.8,Cloudy
2023-06-08,Jaipur,23.7,89,982,2.7,126.9,Cloudy
2023-06-09,Pune,28.9,68,1048,4.6,159.1,Cloudy
2023-06-10,Chennai,22.5,49,993,1.7,136.9,Stormy
2023-06-11,Nagpur,31.6,20,1000,24.5,126.6,Sunny
2023-06-12,Jaipur,38.8,32,986,7.1,1.9,Rainy
2023-06-13,Bangalore,42.5,42,1040,15.5,107.1,Stormy
2023-06-14,Mumbai,21.0,63,1034,5.9,158.1,Stormy
2023-06-15,Jaipur,37.9,96,982,20.0,147.3,Sunny
2023-06-16,Ahmedabad,27.0,86,1049,14.6,85.3,Rainy
2023-06-17,Nagpur,26.0,96,1030,3.5,17.6,Sunny
2023-06-18,Kolkata,29.2,39,1012,23.8,7.3,Rainy
2023-06-19,Bangalore,17.2,78,1049,2.8,39.5,Rainy
2023-06-20,Ahmedabad,28.5,77,1046,1.6,95.2,Sunny
2023-06-21,Mumbai,20.5,58,1007,23.8,116.6,Foggy
2023-06-22,Kolkata,26.6,40,1016,9.9,31.2,Cloudy
2023-06-23,Hyderabad,45.0,62,1048,14.4,186.5,Rainy
2023-06-24,Chennai,16.8,76,993,0.2,57.2,Stormy
2023-06-25,Mumbai,22.6,23,986,18.0,27.5,Sunny
2023-06-26,Ahmedabad,24.2,81,982,17.4,7.9,Stormy
2023-06-27,Hyderabad,36.8,71,1002,5.4,177.3,Sunny
2023-06-28,Hyderabad,32.8,64,1048,14.3,180.6,Foggy
2023-06-29,Mumbai,16.8,55,982,4.4,33.4,Sunny
2023-06-30,Nagpur,20.0,21,1001,3.4,20.7,Cloudy
2023-07-01,Delhi,36.8,64,1040,14.8,33.6,Rainy
2023-07-02,Delhi,43.1,64,1018,7.6,23.7,Rainy
2023-07-03,Kolkata,21.6,28,1005,12.5,195.1,Foggy
2023-07-04,Ahmedabad,23.7,39,997,21.6,196.4,Rainy
2023-07-05,Delhi,40.5,70,985,21.6,187.6,Sunny
2023-07-06,Bangalore,33.0,48,1028,15.0,108.9,Stormy
2023-07-07,Mumbai,39.6,66,1029,11.1,152.5,Sunny
2023-07-08,Mumbai,38.9,26,1015,6.7,10.5,Foggy
2023-07-09,Jaipur,19.7,87,1017,21.7,197.8,Sunny
2023-07-10,Mumbai,29.4,87,1027,1.2,147.6,Stormy
2023-07-11,Jaipur,39.5,65,1028,1.4,64.5,Foggy
2023-07-12,Jaipur,20.6,59,1046,7.1,35.2,Sunny
2023-07-13,Pune,42.9,53,998,20.0,146.3,Cloudy
2023-07-14,Kolkata,36.3,81,1044,15.5,77.7,Sunny
2023-07-15,Mumbai,21.0,38,1001,1.7,27.1,Rainy
2023-07-16,Chennai,40.4,78,986,13.3,107.4,Cloudy
2023-07-17,Chennai,31.2,78,1003,1.6,182.5,Rainy
2023-07-18,Kolkata,43.0,85,1010,18.2,86.7,Stormy
2023-07-19,Jaipur,27.5,81,1045,17.8,126.1,Rainy
2023-07-20,Chennai,26.2,99,995,8.6,150.6,Stormy
2023-07-21,Ahmedabad,19.7,67,980,4.8,62.9,Stormy
2023-07-22,Pune,44.9,38,1023,9.6,48.3,Foggy
2023-07-23,Pune,15.0,76,1034,3.6,47.5,Cloudy
2023-07-24,Pune,15.2,49,991,11.0,154.5,Cloudy
2023-07-25,Bangalore,30.6,27,1035,3.1,72.7,Foggy
2023-07-26,Jaipur,36.6,92,1045,5.9,120.4,Foggy
2023-07-27,Ahmedabad,41.2,32,1001,8.9,79.8,Sunny
2023-07-28,Chennai,41.4,84,981,3.8,13.4,Rainy
2023-07-29,Jaipur,26.9,95,1009,19.0,168.0,Sunny
2023-07-30,Jaipur,42.4,29,980,14.2,156.8,Sunny
2023-07-31,Pune,24.6,76,1040,8.1,173.5,Rainy
2023-08-01,Hyderabad,26.4,82,1010,24.5,21.6,Stormy
2023-08-02,Pune,28.9,69,1034,0.9,165.1,Cloudy
2023-08-03,Chennai,20.3,99,1020,14.4,164.7,Stormy
2023-08-04,Mumbai,23.2,40,987,7.9,180.4,Foggy
2023-08-05,Nagpur,25.5,79,992,18.7,195.6,Rainy
2023-08-06,Pune,21.0,78,1034,23.2,154.1,Cloudy
2023-08-07,Mumbai,19.3,68,1049,10.9,17.7,Rainy
2023-08-08,Nagpur,16.5,55,998,24.4,117.3,Rainy
2023-08-09,Ahmedabad,22.9,80,1024,22.4,153.7,Rainy
2023-08-10,Mumbai,35.2,58,991,1.7,94.2,Foggy
2023-08-11,Ahmedabad,22.6,99,1015,24.3,64.3,Stormy
2023-08-12,Mumbai,23.9,25,1020,20.3,130.0,Foggy
2023-08-13,Nagpur,44.1,78,1034,14.8,70.1,Cloudy
2023-08-14,Pune,44.2,49,987,6.4,93.3,Cloudy
2023-08-15,Nagpur,33.6,25,994,23.1,148.7,Sunny
2023-08-16,Jaipur,30.5,35,1020,0.4,64.2,Foggy
2023-08-17,Chennai,19.9,87,1022,24.7,162.0,Foggy
2023-08-18,Chennai,43.9,99,1028,0.7,148.4,Cloudy
2023-08-19,Hyderabad,37.4,97,1032,17.6,195.8,Stormy
2023-08-20,Jaipur,44.4,100,1002,3.4,18.2,Rainy
2023-08-21,Kolkata,26.8,75,1043,9.3,155.3,Sunny
2023-08-22,Pune,28.7,47,1027,6.3,49.8,Foggy
2023-08-23,Bangalore,29.1,71,1007,9.8,28.1,Stormy
2023-08-24,Pune,19.1,34,1025,12.4,8.9,Rainy
2023-08-25,Mumbai,21.3,66,1030,16.5,147.8,Foggy
2023-08-26,Nagpur,29.0,38,1010,7.7,138.2,Foggy
2023-08-27,Ahmedabad,16.2,98,985,20.4,158.8,Rainy
2023-08-28,Hyderabad,24.9,68,1048,9.5,89.5,Cloudy
2023-08-29,Hyderabad,27.5,96,993,17.1,173.9,Foggy
2023-08-30,Ahmedabad,40.7,48,986,13.4,32.7,Cloudy
2023-08-31,Kolkata,17.3,95,1038,23.0,76.3,Cloudy
2023-09-01,Jaipur,42.0,20,1023,4.2,0.0,Cloudy
2023-09-02,Hyderabad,20.6,84,1034,19.8,4.6,Cloudy
2023-09-03,Chennai,32.9,73,1018,5.5,73.9,Rainy
2023-09-04,Hyderabad,36.6,33,1047,13.6,84.2,Rainy
2023-09-05,Kolkata,29.7,20,1036,2.0,197.9,Stormy
2023-09-06,Pune,25.6,22,1029,1.1,69.7,Foggy
2023-09-07,Hyderabad,27.1,67,1020,11.6,52.3,Sunny
2023-09-08,Nagpur,44.3,82,1025,13.3,89.4,Foggy
2023-09-09,Nagpur,38.7,70,985,18.2,55.9,Rainy
2023-09-10,Jaipur,38.2,97,1019,12.0,36.6,Sunny
2023-09-11,Kolkata,21.3,28,1004,24.6,10.1,Sunny
2023-09-12,Bangalore,44.1,85,1018,11.0,121.0,Cloudy
2023-09-13,Chennai,20.2,76,1027,6.4,53.7,Foggy
2023-09-14,Hyderabad,36.1,68,1023,7.9,122.2,Stormy
2023-09-15,Chennai,16.7,84,1043,19.9,31.1,Sunny
2023-09-16,Nagpur,16.6,77,1036,13.2,165.4,Stormy
2023-09-17,Pune,25.6,33,990,16.4,178.2,Cloudy
2023-09-18,Hyderabad,24.1,99,1020,20.2,162.6,Rainy
2023-09-19,Bangalore,41.5,80,1046,18.8,67.0,Cloudy
2023-09-20,Kolkata,38.0,91,1016,8.7,149.2,Foggy
2023-09-21,Nagpur,23.3,58,998,15.4,177.9,Sunny
2023-09-22,Hyderabad,44.2,59,984,17.9,86.0,Stormy
2023-09-23,Nagpur,37.2,42,1045,24.5,20.7,Sunny
2023-09-24,Hyderabad,18.5,85,1032,7.7,37.3,Foggy
2023-09-25,Chennai,24.5,89,988,3.9,77.7,Rainy
2023-09-26,Mumbai,19.8,66,1013,5.1,45.8,Sunny
2023-09-27,Delhi,31.7,24,987,13.4,141.9,Foggy
2023-09-28,Nagpur,23.5,72,1006,4.7,195.6,Sunny
2023-09-29,Hyderabad,24.5,89,980,14.4,7.7,Cloudy
2023-09-30,Jaipur,23.2,22,1005,18.6,110.2,Stormy
2023-10-01,Kolkata,31.4,25,1028,17.4,44.2,Rainy
2023-10-02,Ahmedabad,15.8,44,1002,19.4,185.0,Rainy
2023-10-03,Delhi,37.4,51,995,23.0,147.6,Sunny
2023-10-04,Delhi,20.0,51,1009,19.1,81.9,Foggy
2023-10-05,Nagpur,33.6,46,994,10.7,72.4,Sunny
2023-10-06,Kolkata,39.4,95,1027,0.9,186.4,Sunny
2023-10-07,Jaipur,37.9,59,999,21.1,25.0,Cloudy
2023-10-08,Chennai,29.2,59,1026,22.1,197.8,Rainy
2023-10-09,Hyderabad,38.6,60,980,0.5,101.3,Sunny
2023-10-10,Delhi,42.0,28,989,5.4,188.3,Foggy
2023-10-11,Delhi,43.9,98,1046,5.4,169.9,Foggy
2023-10-12,Pune,27.0,37,1016,18.9,15.4,Cloudy
2023-10-13,Chennai,39.7,55,1034,8.4,42.8,Cloudy
2023-10-14,Hyderabad,26.4,24,980,18.0,157.2,Foggy
2023-10-15,Jaipur,30.1,83,1003,6.7,136.9,Stormy
2023-10-16,Chennai,29.4,49,1020,16.9,57.9,Stormy
2023-10-17,Chennai,42.7,85,1001,6.6,27.1,Stormy
2023-10-18,Nagpur,33.3,59,991,23.6,99.0,Cloudy
2023-10-19,Bangalore,22.9,90,998,3.9,59.4,Sunny
2023-10-20,Delhi,22.1,97,1044,21.1,195.5,Sunny
2023-10-21,Nagpur,40.2,45,1018,3.6,22.8,Foggy
2023-10-22,Mumbai,37.3,75,1047,22.6,1.0,Rainy
2023-10-23,Bangalore,41.8,64,1031,18.4,5.5,Cloudy
2023-10-24,Delhi,28.7,82,1016,21.9,85.7,Stormy
2023-10-25,Nagpur,26.9,23,981,13.3,133.1,Stormy
2023-10-26,Kolkata,34.8,58,1011,3.1,115.1,Stormy
2023-10-27,Jaipur,27.6,30,1043,3.9,191.8,Cloudy
2023-10-28,Mumbai,36.0,30,1034,19.1,109.0,Cloudy
2023-10-29,Kolkata,37.8,87,982,17.0,1.6,Cloudy
2023-10-30,Delhi,44.0,46,1008,11.2,30.2,Foggy
2023-10-31,Ahmedabad,32.6,41,1008,2.8,69.4,Rainy
2023-11-01,Ahmedabad,17.7,45,982,9.6,180.1,Rainy
2023-11-02,Jaipur,20.1,58,995,21.7,6.3,Foggy
2023-11-03,Jaipur,21.7,60,1028,6.0,38.3,Cloudy
2023-11-04,Chennai,38.4,26,998,11.5,166.2,Rainy
2023-11-05,Chennai,21.4,64,987,2.5,126.9,Sunny
2023-11-06,Chennai,35.5,32,986,2.2,158.0,Rainy
2023-11-07,Ahmedabad,30.7,59,1001,1.6,50.2,Cloudy
2023-11-08,Bangalore,27.2,20,1000,22.8,68.0,Rainy
2023-11-09,Delhi,15.5,34,999,4.8,15.4,Foggy
2023-11-10,Chennai,30.9,73,1021,18.5,145.0,Cloudy
2023-11-11,Ahmedabad,26.2,59,987,25.0,131.6,Sunny
2023-11-12,Chennai,45.0,36,1015,17.0,44.2,Rainy
2023-11-13,Jaipur,28.9,45,1022,8.0,51.8,Stormy
2023-11-14,Bangalore,26.4,55,995,1.9,120.3,Cloudy
2023-11-15,Nagpur,36.6,40,1047,19.8,126.2,Rainy
2023-11-16,Bangalore,28.8,64,988,11.7,65.0,Rainy
2023-11-17,Delhi,31.0,52,985,3.4,62.8,Foggy
2023-11-18,Hyderabad,43.1,42,1004,11.8,155.9,Rainy
2023-11-19,Kolkata,32.6,20,1009,12.5,171.9,Rainy
2023-11-20,Jaipur,42.6,68,1008,22.5,3.6,Rainy
2023-11-21,Bangalore,24.9,63,1021,20.3,165.7,Cloudy
2023-11-22,Jaipur,26.7,62,1016,20.5,82.9,Foggy
2023-11-23,Ahmedabad,21.6,59,994,3.5,131.2,Stormy
2023-11-24,Mumbai,27.3,75,989,19.8,92.5,Sunny
2023-11-25,Pune,44.5,50,997,18.4,25.7,Stormy
2023-11-26,Ahmedabad,21.4,56,990,15.6,145.9,Rainy
2023-11-27,Nagpur,22.5,36,1038,12.4,26.1,Cloudy
2023-11-28,Jaipur,27.4,46,1036,3.1,37.3,Stormy
2023-11-29,Jaipur,26.9,97,996,22.0,180.8,Rainy
2023-11-30,Chennai,22.3,60,1037,11.6,145.3,Sunny
2023-12-01,Pune,38.4,81,984,16.0,195.0,Sunny
2023-12-02,Nagpur,37.5,59,993,6.7,1.5,Stormy
2023-12-03,Nagpur,44.3,51,998,17.5,102.8,Sunny
2023-12-04,Chennai,38.7,32,986,16.1,187.6,Foggy
2023-12-05,Nagpur,15.7,62,995,9.3,195.6,Sunny
2023-12-06,Hyderabad,19.4,55,1038,9.6,142.6,Sunny
2023-12-07,Chennai,21.0,96,1043,23.2,37.7,Foggy
2023-12-08,Delhi,21.3,21,1016,18.8,60.0,Sunny
2023-12-09,Ahmedabad,30.0,49,1047,3.6,5.9,Sunny
2023-12-10,Nagpur,25.1,27,1015,17.8,41.5,Sunny
2023-12-11,Ahmedabad,26.8,29,992,5.1,30.3,Sunny
2023-12-12,Mumbai,33.6,45,989,14.0,89.7,Cloudy
2023-12-13,Ahmedabad,18.8,37,1014,1.8,116.4,Cloudy
2023-12-14,Chennai,33.5,37,1030,21.8,184.7,Stormy
2023-12-15,Hyderabad,18.9,97,986,5.6,77.8,Rainy
2023-12-16,Kolkata,17.2,50,1041,22.3,36.4,Rainy
2023-12-17,Nagpur,26.2,59,1008,0.1,67.6,Rainy
2023-12-18,Pune,21.3,65,1004,21.8,12.9,Stormy
2023-12-19,Jaipur,31.6,64,1027,21.9,142.4,Sunny
2023-12-20,Mumbai,25.6,79,1021,20.4,6.9,Rainy
2023-12-21,Jaipur,27.4,75,1040,0.2,167.0,Foggy
2023-12-22,Delhi,39.4,74,1028,5.3,82.5,Cloudy
2023-12-23,Bangalore,24.3,73,1048,17.2,84.5,Rainy
2023-12-24,Jaipur,22.6,37,981,2.0,21.8,Foggy
2023-12-25,Pune,43.5,36,1012,14.9,18.4,Foggy
2023-12-26,Nagpur,34.4,78,995,6.3,101.9,Rainy
2023-12-27,Mumbai,39.3,38,1046,12.7,47.0,Foggy
2023-12-28,Mumbai,32.7,31,1018,1.3,195.1,Foggy
2023-12-29,Chennai,17.5,64,1028,13.9,127.5,Cloudy
2023-12-30,Kolkata,42.0,79,1007,10.7,138.3,Stormy
2023-12-31,Pune,43.3,21,1031,7.5,7.1,Rainy
2023-01-01,Kolkata,40.8,80,1013,22.4,48.2,Stormy
2023-01-02,Hyderabad,21.3,21,1002,0.2,8.5,Foggy
2023-01-03,Kolkata,25.0,100,984,18.2,60.0,Rainy
2023-01-04,Pune,39.6,97,1021,1.2,137.9,Rainy
2023-01-05,Jaipur,26.1,97,991,11.7,31.2,Stormy
2023-01-06,Chennai,23.4,93,1003,16.0,83.2,Stormy
2023-01-07,Delhi,42.3,45,980,22.2,109.5,Foggy
2023-01-08,Jaipur,22.1,22,1005,7.5,143.5,Rainy
2023-01-09,Hyderabad,30.4,26,995,19.9,151.0,Stormy
2023-01-10,Bangalore,43.3,47,1015,13.4,42.7,Stormy
2023-01-11,Bangalore,29.6,85,1033,15.7,16.3,Cloudy
2023-01-12,Kolkata,22.9,34,1047,21.9,156.9,Foggy
2023-01-13,Chennai,38.8,43,995,12.6,161.3,Rainy
2023-01-14,Bangalore,44.8,37,991,2.0,52.2,Sunny
2023-01-15,Kolkata,33.6,42,1015,20.7,6.2,Foggy
2023-01-16,Nagpur,17.1,52,1016,4.4,60.1,Stormy
2023-01-17,Delhi,34.7,84,994,21.4,40.8,Foggy
2023-01-18,Chennai,31.3,36,1041,23.9,160.9,Rainy
2023-01-19,Mumbai,16.2,86,1030,2.9,158.5,Cloudy
2023-01-20,Ahmedabad,41.9,21,1011,21.4,85.9,Rainy
2023-01-21,Jaipur,25.0,43,1019,18.3,1.9,Foggy
2023-01-22,Chennai,44.7,75,1002,1.1,159.8,Sunny
2023-01-23,Ahmedabad,31.7,85,1009,14.6,141.0,Stormy
2023-01-24,Kolkata,39.0,58,1011,11.0,20.1,Cloudy
2023-01-25,Pune,16.8,90,992,19.3,185.5,Cloudy
2023-01-26,Hyderabad,19.7,62,1032,13.7,101.2,Foggy
2023-01-27,Pune,25.3,41,1027,5.0,138.4,Sunny
2023-01-28,Mumbai,28.0,32,986,0.9,71.6,Rainy
2023-01-29,Delhi,40.5,36,990,18.7,163.7,Cloudy
2023-01-30,Jaipur,41.4,77,980,17.7,34.4,Foggy
2023-01-31,Mumbai,22.2,96,998,13.6,75.9,Sunny
2023-02-01,Ahmedabad,21.8,57,1004,24.8,191.8,Stormy
2023-02-02,Jaipur,40.0,77,1031,23.7,91.8,Stormy
2023-02-03,Jaipur,34.9,83,1002,12.9,199.4,Sunny
2023-02-04,Chennai,16.1,32,1034,4.3,93.6,Rainy
2023-02-05,Bangalore,35.4,60,1039,4.8,147.8,Foggy
2023-02-06,Nagpur,34.6,74,1008,5.4,111.2,Stormy
2023-02-07,Ahmedabad,17.1,24,1018,17.1,31.8,Stormy
2023-02-08,Jaipur,19.7,21,1043,4.4,30.8,Foggy
2023-02-09,Mumbai,26.9,53,989,0.8,132.8,Cloudy
2023-02-10,Delhi,17.1,73,991,2.0,86.3,Stormy
2023-02-11,Jaipur,41.8,47,1019,21.0,165.8,Foggy
2023-02-12,Hyderabad,39.0,49,1039,19.4,126.0,Rainy
2023-02-13,Ahmedabad,34.1,62,1016,21.4,43.7,Cloudy
2023-02-14,Hyderabad,25.9,94,1045,2.1,26.2,Rainy
2023-02-15,Hyderabad,34.1,29,1008,15.0,183.7,Rainy
2023-02-16,Bangalore,28.2,93,984,10.3,166.8,Stormy
2023-02-17,Bangalore,22.5,61,986,13.0,154.1,Rainy
2023-02-18,Chennai,28.3,22,1024,18.0,53.6,Sunny
2023-02-19,Mumbai,41.1,77,1027,17.2,78.9,Cloudy
2023-02-20,Kolkata,44.3,47,1037,20.5,180.8,Sunny
2023-02-21,Chennai,16.6,87,1049,20.8,75.6,Cloudy
2023-02-22,Mumbai,21.9,60,1047,15.1,76.8,Sunny
2023-02-23,Ahmedabad,32.7,74,980,3.5,107.1,Foggy
2023-02-24,Ahmedabad,17.6,23,981,13.5,157.6,Foggy
2023-02-25,Pune,32.9,75,1031,21.7,62.5,Cloudy
2023-02-26,Kolkata,16.4,61,1003,6.6,65.4,Rainy
2023-02-27,Hyderabad,16.6,70,1032,2.8,129.7,Rainy
2023-02-28,Hyderabad,16.9,24,1048,14.3,108.4,Foggy
2023-03-01,Bangalore,28.7,44,1001,24.9,192.9,Sunny
2023-03-02,Hyderabad,36.7,78,1010,3.8,56.4,Foggy
2023-03-03,Mumbai,26.3,48,995,18.9,71.0,Rainy
2023-03-04,Pune,19.3,56,1018,9.5,154.0,Foggy
2023-03-05,Chennai,19.0,40,1004,0.3,199.0,Rainy
2023-03-06,Mumbai,39.3,95,1026,9.0,61.1,Sunny
2023-03-07,Hyderabad,18.9,76,1035,3.3,179.0,Rainy
2023-03-08,Ahmedabad,19.6,78,1044,7.8,121.8,Cloudy
2023-03-09,Ahmedabad,21.1,41,996,22.2,75.9,Foggy
2023-03-10,Hyderabad,42.4,35,981,12.3,125.3,Cloudy
2023-03-11,Hyderabad,32.3,90,1048,4.8,160.7,Cloudy
2023-03-12,Jaipur,26.7,72,1014,2.8,193.6,Stormy
2023-03-13,Jaipur,31.6,63,1022,9.9,130.0,Foggy
2023-03-14,Mumbai,31.4,87,1007,18.4,110.9,Stormy
2023-03-15,Hyderabad,36.4,84,992,17.9,174.4,Foggy
2023-03-16,Hyderabad,25.8,39,1012,7.5,142.4,Stormy
2023-03-17,Kolkata,38.8,61,994,4.7,120.0,Cloudy
2023-03-18,Jaipur,25.8,51,1011,8.4,128.8,Rainy
2023-03-19,Delhi,20.0,60,999,11.4,100.0,Stormy
2023-03-20,Hyderabad,17.2,92,1042,9.9,153.7,Foggy
2023-03-21,Pune,25.2,29,998,11.3,173.0,Foggy
2023-03-22,Pune,39.7,100,991,6.8,179.8,Foggy
2023-03-23,Nagpur,41.9,82,1018,23.1,70.0,Sunny
2023-03-24,Bangalore,42.9,93,1009,12.8,148.0,Sunny
2023-03-25,Hyderabad,20.2,98,1021,5.5,98.5,Sunny
2023-03-26,Pune,24.4,31,982,1.6,96.3,Stormy
2023-03-27,Jaipur,36.4,95,1028,9.7,28.1,Cloudy
2023-03-28,Ahmedabad,19.6,67,1031,22.6,189.1,Foggy
2023-03-29,Jaipur,30.5,62,1029,6.8,89.9,Stormy
2023-03-30,Ahmedabad,19.4,31,986,2.2,97.5,Rainy
2023-03-31,Ahmedabad,23.4,75,981,2.8,45.0,Foggy
2023-04-01,Mumbai,30.4,35,1013,11.8,75.1,Cloudy
2023-04-02,Delhi,17.6,64,980,16.6,162.8,Stormy
2023-04-03,Bangalore,32.1,100,1000,12.7,92.2,Stormy
2023-04-04,Jaipur,35.7,67,1022,5.5,118.9,Cloudy
2023-04-05,Mumbai,19.4,90,1044,19.7,158.4,Stormy
2023-04-06,Kolkata,15.3,59,1033,22.9,138.7,Foggy
